interface,intf_op_status,vrf,ip_address
ge-0/0/9.1140,down,vpnmonitor,inet,5.125.20.69/30
ge-0/0/9.1141,down,default,inet,172.17.154.253/30
ge-0/0/9.1144,down,default,inet,5.125.36.1/30
ge-0/0/9.1146,down,default,inet,172.91.91.1/30
ge-0/0/9.1148,down,vpnmonitor,inet,5.125.42.169/30
ge-0/0/9.1149,down,default,inet,172.17.191.13/30
ge-0/0/9.1150,down,vpnmonitor,inet,5.120.172.105/30
ge-0/0/9.1151,down,vpnmonitor,inet,5.125.42.173/30
ge-0/0/9.1152,down,default,inet,172.17.191.65/30
ge-0/0/9.1153,down,vpnmonitor,inet,5.125.32.241/30
ge-0/0/9.1154,down,default,inet,172.17.174.81/30
ge-0/0/9.1156,down,default,inet,172.17.186.205/30
ge-0/0/9.1159,down,vpnmonitor,inet,5.3.40.21/30
ge-0/0/9.1160,down,cibc,inet,172.16.6.5/30
ge-0/0/9.1164,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.1165,down,Finance-Ministry,inet,172.234.9.33/30
ge-0/0/9.1166,down,vpnmonitor,inet,5.125.36.1/30
ge-0/0/9.1168,down,default,inet,172.17.220.77/30
ge-0/0/9.1169,down,vpnmonitor,inet,5.125.254.33/30
ge-0/0/9.1171,down,vpnmonitor,inet,5.125.10.137/30
ge-0/0/9.1172,down,default,inet,172.16.160.17/30
ge-0/0/9.1175,down,default,inet,172.17.161.153/30
ge-0/0/9.1177,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.1178,down,OEC,inet,172.27.250.1/30
ge-0/0/9.1179,down,vpnmonitor,inet,5.120.247.37/30
ge-0/0/9.1198,down,vpnmonitor,inet,5.125.32.221/30
ge-0/0/9.1199,down,default,inet,172.17.174.77/30
ge-0/0/9.1203,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.1220,down,vpnmonitor,inet,5.125.20.61/30
ge-0/0/9.1224,down,audibank,inet,172.20.46.161/30
ge-0/0/9.1225,down,default,inet,172.17.139.181/30
ge-0/0/9.1237,down,vpnmonitor,inet,172.12.37.1/30
ge-0/0/9.1242,down,vpnmonitor,inet,5.125.22.189/30
ge-0/0/9.1243,down,default,inet,172.17.138.233/30
ge-0/0/9.1244,down,vpnmonitor,inet,5.125.61.149/30
ge-0/0/9.1245,down,default,inet,172.17.218.81/30
ge-0/0/9.1246,down,vpnmonitor,inet,5.125.22.241/30
ge-0/0/9.1247,down,default,inet,172.17.161.249/30
ge-0/0/9.1251,down,vpnmonitor,inet,5.120.195.10/30
ge-0/0/9.1254,down,vpnmonitor,inet,172.17.54.1/30
ge-0/0/9.1255,down,vpnmonitor,inet,172.17.55.1/30
ge-0/0/9.1256,down,vpnmonitor,inet,41.33.168.69/30
ge-0/0/9.1256,down,vpnmonitor,inet,172.17.56.1/30
ge-0/0/9.1257,down,DHCP,inet,11.11.1.1/24
ge-0/0/9.1258,down,vpnmonitor,inet,5.125.40.161/30
ge-0/0/9.1259,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.1262,down,vpnmonitor,inet,5.125.18.217/30
ge-0/0/9.1263,down,default,inet,172.17.151.141/30
ge-0/0/9.1269,down,Alfa-LAB,inet,172.17.207.1/30
ge-0/0/9.1270,down,Alfa-LAB,inet,172.50.55.1/30
ge-0/0/9.1271,down,vpnmonitor,inet,5.125.36.245/30
ge-0/0/9.1272,down,default,inet,172.17.183.177/30
ge-0/0/9.1273,down,default,inet,172.17.120.229/30
ge-0/0/9.1274,down,vpnmonitor,inet,41.33.193.65/30
ge-0/0/9.1275,down,khaled,inet,172.17.111.1/30
ge-0/0/9.1276,down,default,inet,172.17.125.57/30
ge-0/0/9.1277,down,vpnmonitor,inet,5.125.34.253/30
ge-0/0/9.1278,down,SFD,inet,172.16.103.1/30
ge-0/0/9.1279,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.1282,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.1283,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.1284,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.1287,down,vpnmonitor,inet,5.125.27.81/30
ge-0/0/9.1291,down,vpnmonitor,inet,5.125.36.137/30
ge-0/0/9.1292,down,vpnmonitor,inet,5.125.23.217/30
ge-0/0/9.1297,down,tn,inet,172.17.50.1/30
ge-0/0/9.1298,down,vpnmonitor,inet,5.18.17.5/30
ge-0/0/9.1300,down,default,inet,41.33.53.161/29
ge-0/0/9.1313,down,HIO,inet,10.10.180.1/30
ge-0/0/9.1315,down,tamenat,inet,172.30.7.82/30
ge-0/0/9.1324,down,tamenat,inet,172.30.7.218/30
ge-0/0/9.1345,down,credit-cbe,inet,172.50.10.10/30
ge-0/0/9.1347,down,tamenat,inet,172.30.7.142/30
ge-0/0/9.1405,down,ECISP,inet,172.21.25.133/30
ge-0/0/9.1406,down,vpnmonitor,inet,5.120.128.181/30
ge-0/0/9.1451,down,MSAN_MPLS,inet,172.27.20.121/29
ge-0/0/9.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/0/9.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/0/9.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/0/9.11190,down,vpnmonitor,inet,5.120.160.237/30
ge-0/0/9.11267,down,rateb,inet,5.125.28.45/30
ge-0/0/9.11390,down,DHCP,inet,172.18.18.1/30
ge-0/0/9.12745,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.12901,down,vpnmonitor,inet,5.125.18.229/30
ge-0/0/9.13129,down,Alagzakhana,inet,172.18.19.1/30
ge-0/0/9.13130,down,vpnmonitor,inet,5.120.137.113/30
ge-0/0/9.13147,down,medit-brok-mist,inet,172.16.0.1/30
ge-0/0/9.13148,down,vpnmonitor,inet,5.120.141.169/30
ge-0/0/9.13149,down,papa-jonhs,inet,10.16.30.1/30
ge-0/0/9.13150,down,vpnmonitor,inet,5.120.142.10/30
ge-0/0/9.13151,down,default,inet,172.17.157.221/30
ge-0/0/9.13151,down,default,inet,196.219.216.193/30
ge-0/0/9.13152,down,damas,inet,10.10.20.1/30
ge-0/0/9.13301,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13311,down,egb,inet,172.21.153.2/30
ge-0/0/9.13312,down,vpnmonitor,inet,5.120.228.9/30
ge-0/0/9.13393,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13394,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13398,down,vpnmonitor,inet,5.120.172.189/30
ge-0/0/9.13399,down,TAXES,inet,172.17.11.1/30
ge-0/0/9.13400,down,vpnmonitor,inet,5.120.153.65/30
ge-0/0/9.13402,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13425,down,fawry,inet,192.168.31.5/30
ge-0/0/9.13426,down,vpnmonitor,inet,5.120.202.33/30
ge-0/0/9.13444,down,papa-jonhs,inet,10.16.30.5/30
ge-0/0/9.13456,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13459,down,mnsteel,inet,172.16.53.1/30
ge-0/0/9.13460,down,vpnmonitor,inet,5.120.157.225/30
ge-0/0/9.13467,down,AFHC,inet,172.17.139.5/30
ge-0/0/9.13485,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13486,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13501,down,pioneer,inet,172.16.251.5/30
ge-0/0/9.13502,down,vpnmonitor,inet,5.78.1.29/30
ge-0/0/9.13503,down,pioneer,inet,172.16.147.1/30
ge-0/0/9.13504,down,vpnmonitor,inet,5.119.32.41/30
ge-0/0/9.13505,down,pioneer,inet,172.17.0.1/30
ge-0/0/9.13506,down,vpnmonitor,inet,5.78.1.25/30
ge-0/0/9.13507,down,vpnmonitor,inet,5.5.40.21/30
ge-0/0/9.13508,down,vpnmonitor,inet,5.120.143.57/30
ge-0/0/9.13509,down,vpnmonitor,inet,5.5.40.29/30
ge-0/0/9.13510,down,vpnmonitor,inet,5.5.40.149/30
ge-0/0/9.13530,down,vpnmonitor,inet,5.120.160.165/30
ge-0/0/9.13678,down,vpnmonitor,inet,5.119.38.77/30
ge-0/0/9.13679,down,vpnmonitor,inet,5.119.76.209/30
ge-0/0/9.13680,down,pioneermakasa,inet,172.16.55.1/30
ge-0/0/9.13681,down,vpnmonitor,inet,5.119.86.169/30
ge-0/0/9.13683,down,vpnmonitor,inet,5.5.40.13/30
ge-0/0/9.13685,down,SAIB-L3,inet,10.100.250.9/30
ge-0/0/9.13686,down,vpnmonitor,inet,5.119.53.145/30
ge-0/0/9.13700,down,pioneer-egid,inet,172.17.155.1/30
ge-0/0/9.13701,down,vpnmonitor,inet,5.119.32.61/30
ge-0/0/9.13704,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13705,down,vpnmonitor,inet,5.5.40.105/30
ge-0/0/9.13706,down,default,inet,172.16.142.5/30
ge-0/0/9.13707,down,vpnmonitor,inet,5.119.70.181/30
ge-0/0/9.13708,down,allfoods,inet,172.16.100.21/30
ge-0/0/9.13709,down,vpnmonitor,inet,5.120.240.29/30
ge-0/0/9.13712,down,rowadBorsa,inet,100.0.102.38/30
ge-0/0/9.13713,down,vpnmonitor,inet,5.120.67.245/30
ge-0/0/9.13714,down,PioneerBorsa,inet,100.1.2.106/30
ge-0/0/9.13715,down,vpnmonitor,inet,5.119.32.73/30
ge-0/0/9.13716,down,MOI-D17,inet,10.3.0.133/30
ge-0/0/9.13717,down,MOI,inet,10.2.0.133/30
ge-0/0/9.13718,down,vpnmonitor,inet,5.7.40.9/30
ge-0/0/9.13720,down,vpnmonitor,inet,5.119.38.117/30
ge-0/0/9.13723,down,vpnmonitor,inet,5.119.78.21/30
ge-0/0/9.13724,down,vpnmonitor,inet,5.119.75.5/30
ge-0/0/9.13725,down,vpnmonitor,inet,5.119.75.89/30
ge-0/0/9.13726,down,vpnmonitor,inet,5.78.1.21/30
ge-0/0/9.13727,down,pioneer,inet,172.16.251.1/30
ge-0/0/9.13728,down,watany-cbe,inet,172.50.20.10/30
ge-0/0/9.13729,down,vpnmonitor,inet,5.119.83.9/30
ge-0/0/9.13730,down,npoibm,inet,172.16.195.1/30
ge-0/0/9.13731,down,vpnmonitor,inet,5.67.40.5/30
ge-0/0/9.13732,down,sigma-zagazi,inet,172.16.128.2/30
ge-0/0/9.13733,down,rowadMakasa,inet,172.16.133.1/30
ge-0/0/9.13734,down,vpnmonitor,inet,7.7.7.9/30
ge-0/0/9.13735,down,vpnmonitor,inet,5.119.99.41/30
ge-0/0/9.13746,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13747,down,default,inet,172.17.42.1/30
ge-0/0/9.13748,down,default,inet,172.17.43.1/30
ge-0/0/9.13750,down,SAIB-L3,inet,10.100.251.9/30
ge-0/0/9.13751,down,vpnmonitor,inet,5.119.24.101/30
ge-0/0/9.13754,down,faisal_MIST-EFM,inet,172.16.250.149/30
ge-0/0/9.13755,down,vpnmonitor,inet,5.19.40.9/30
ge-0/0/9.13756,down,faisal_MIST-EFM,inet,172.18.250.145/30
ge-0/0/9.13757,down,vpnmonitor,inet,5.19.40.13/30
ge-0/0/9.13758,down,ali,inet,172.16.18.1/30
ge-0/0/9.13759,down,vpnmonitor,inet,5.120.70.237/30
ge-0/0/9.13762,down,PBDAC-CBE,inet,172.50.7.2/30
ge-0/0/9.13763,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13767,down,nbg-ebc,inet,172.18.145.1/30
ge-0/0/9.13768,down,vpnmonitor,inet,5.119.38.113/30
ge-0/0/9.13800,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13803,down,vpnmonitor,inet,5.119.7.129/30
ge-0/0/9.13804,down,rowadBorsa,inet,100.1.1.34/30
ge-0/0/9.13805,down,vpnmonitor,inet,5.120.67.253/30
ge-0/0/9.13806,down,sfd-cbe,inet,172.50.205.2/30
ge-0/0/9.13807,down,vpnmonitor,inet,5.119.98.17/30
ge-0/0/9.13850,down,RadioShack,inet,10.16.66.1/30
ge-0/0/9.13851,down,vpnmonitor,inet,5.11.40.49/30
ge-0/0/9.13852,down,bnp,inet,172.16.2.81/30
ge-0/0/9.13853,down,vpnmonitor,inet,5.4.40.21/30
ge-0/0/9.13854,down,vpnmonitor,inet,5.119.38.73/30
ge-0/0/9.13855,down,default,inet,172.16.211.1/30
ge-0/0/9.13856,down,samba,inet,172.16.140.1/30
ge-0/0/9.13857,down,vpnmonitor,inet,5.119.5.201/30
ge-0/0/9.13858,down,CIBCBorsa,inet,100.0.100.158/30
ge-0/0/9.13859,down,vpnmonitor,inet,5.120.101.77/30
ge-0/0/9.13951,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/0/9.13952,down,vpnmonitor,inet,5.119.38.109/30
ge-0/0/9.13956,down,vpnmonitor,inet,5.119.38.105/30
ge-0/0/9.13957,down,general-cbe,inet,172.50.115.2/30
ge-0/0/9.13958,down,vpnmonitor,inet,5.119.9.125/30
ge-0/1/0.400,down,default,inet,10.40.165.193/29
ge-0/1/0.941,down,TE-MSAN,inet,10.9.154.1/30
ge-0/1/0.941,down,TE-MSAN,inet,10.9.154.113/29
ge-0/1/0.942,down,TE-MNGT,inet,10.239.51.97/29
ge-0/1/0.943,down,SIP-MSAN,inet,10.9.154.1/30
ge-0/1/0.943,down,SIP-MSAN,inet,10.9.154.113/29
ge-0/1/0.1101,down,hsbc,inet,172.19.1.82/30
ge-0/1/0.1102,down,vpnmonitor,inet,5.119.0.173/30
ge-0/1/0.1103,down,default,inet,172.17.39.177/30
ge-0/1/0.1104,down,vpnmonitor,inet,5.120.16.145/30
ge-0/1/0.1111,down,vpnmonitor,inet,5.125.29.85/30
ge-0/1/0.1112,down,default,inet,172.17.29.101/30
ge-0/1/0.1113,down,vpnmonitor,inet,5.120.43.194/30
ge-0/1/0.1115,down,vpnmonitor,inet,5.120.210.29/30
ge-0/1/0.1120,down,credit,inet,172.20.2.117/30
ge-0/1/0.1122,down,vpnmonitor,inet,5.5.40.113/30
ge-0/1/0.1123,down,Metro-TE,inet,172.17.111.1/30
ge-0/1/0.1125,down,default,inet,172.17.187.45/30
ge-0/1/0.1130,down,Sigma-EGID,inet,172.17.146.1/30
ge-0/1/0.1131,down,vpnmonitor,inet,5.48.40.1/30
ge-0/1/0.1132,down,sigmaMakasa,inet,172.16.200.37/30
ge-0/1/0.1134,down,SigmaBorsa,inet,100.0.102.94/30
ge-0/1/0.1135,down,vpnmonitor,inet,5.5.40.205/30
ge-0/1/0.1136,down,HDB,inet,70.254.92.1/30
ge-0/1/0.1137,down,vpnmonitor,inet,5.120.34.213/30
ge-0/1/0.1138,down,HDB,inet,70.254.84.1/30
ge-0/1/0.1139,down,vpnmonitor,inet,5.125.21.233/30
ge-0/1/0.1140,down,default,inet,172.17.140.189/30
ge-0/1/0.1141,down,vpnmonitor,inet,5.125.12.129/30
ge-0/1/0.1150,down,vpnmonitor,inet,5.125.57.17/30
ge-0/1/0.1151,down,Shuaa-EGX,inet,100.1.9.254/30
ge-0/1/0.1178,down,Blom-MIST-EFM,inet,172.16.253.9/30
ge-0/1/0.1193,down,credit,inet,172.20.2.53/30
ge-0/1/0.1195,down,vpnmonitor,inet,5.125.59.153/30
ge-0/1/0.1200,down,vpnmonitor,inet,5.125.30.45/30
ge-0/1/0.1202,down,Arab-African-cbe,inet,172.50.245.2/30
ge-0/1/0.1203,down,vpnmonitor,inet,5.120.245.109/30
ge-0/1/0.1205,down,default,inet,172.17.212.205/30
ge-0/1/0.1206,down,kady,inet,5.125.56.133/30
ge-0/1/0.1210,down,investBorsa,inet,100.0.101.18/30
ge-0/1/0.1211,down,vpnmonitor,inet,5.120.186.29/30
ge-0/1/0.1224,down,vpnmonitor,inet,5.125.18.197/30
ge-0/1/0.1225,down,default,inet,172.17.151.193/30
ge-0/1/0.1226,down,vpnmonitor,inet,5.125.18.201/30
ge-0/1/0.1227,down,default,inet,172.17.151.197/30
ge-0/1/0.1228,down,vpnmonitor,inet,5.125.19.45/30
ge-0/1/0.1229,down,blom-MIST,inet,172.16.251.101/30
ge-0/1/0.1230,down,vpnmonitor,inet,5.120.21.201/30
ge-0/1/0.1231,down,default,inet,172.17.152.129/30
ge-0/1/0.1232,down,default,inet,172.17.152.133/30
ge-0/1/0.1235,down,default,inet,172.17.162.129/30
ge-0/1/0.1236,down,vpnmonitor,inet,5.125.23.77/30
ge-0/1/0.1237,down,default,inet,172.17.162.125/30
ge-0/1/0.1238,down,vpnmonitor,inet,5.125.23.73/30
ge-0/1/0.1239,down,SigmaBorsa,inet,100.1.6.186/30
ge-0/1/0.1240,down,vpnmonitor,inet,5.125.30.37/30
ge-0/1/0.1244,down,default,inet,172.17.93.113/30
ge-0/1/0.1245,down,vpnmonitor,inet,5.125.36.49/30
ge-0/1/0.1248,down,I-Score-Taamir,inet,192.168.152.1/30
ge-0/1/0.1253,down,vpnmonitor,inet,5.125.254.197/30
ge-0/1/0.1254,down,default,inet,172.17.221.53/30
ge-0/1/0.1256,down,default,inet,172.17.213.49/30
ge-0/1/0.1257,down,vpnmonitor,inet,5.125.43.149/30
ge-0/1/0.1260,down,Sandah,inet,172.17.1.1/30
ge-0/1/0.1261,down,Ghorba,inet,10.10.11.1/30
ge-0/1/0.1267,down,Blom-MIST-EFM,inet,172.16.253.17/30
ge-0/1/0.1268,down,vpnmonitor,inet,4.17.40.5/30
ge-0/1/0.1272,down,vpnmonitor,inet,5.78.99.1/30
ge-0/1/0.1274,down,blomMakasa,inet,172.16.202.125/30
ge-0/1/0.1275,down,vpnmonitor,inet,5.19.40.65/30
ge-0/1/0.1280,down,vpnmonitor,inet,5.120.158.1/30
ge-0/1/0.1281,down,khaled,inet,10.10.11.1/30
ge-0/1/0.1282,down,Mist-Shoaa,inet,172.17.1.5/30
ge-0/1/0.1287,down,amalMIST,inet,192.168.87.21/30
ge-0/1/0.1291,down,vpnmonitor,inet,5.125.53.33/30
ge-0/1/0.1292,down,default,inet,172.17.206.221/30
ge-0/1/0.1300,down,amal-MIST-EFM,inet,172.16.251.49/30
ge-0/1/0.1303,down,vpnmonitor,inet,5.119.81.213/30
ge-0/1/0.1304,down,amalBorsa,inet,100.1.3.250/30
ge-0/1/0.1305,down,amalBorsa,inet,100.1.3.246/30
ge-0/1/0.1306,down,vpnmonitor,inet,5.119.81.217/30
ge-0/1/0.1307,down,amal-MIST-EFM,inet,172.16.251.53/30
ge-0/1/0.1308,down,vpnmonitor,inet,5.119.81.233/30
ge-0/1/0.1309,down,amal-EFM,inet,172.18.0.1/30
ge-0/1/0.1310,down,vpnmonitor,inet,5.120.78.101/30
ge-0/1/0.1311,down,Sigma-Sohag,inet,172.16.135.2/30
ge-0/1/0.1312,down,vpnmonitor,inet,5.120.168.125/30
ge-0/1/0.1313,down,taamirmortgage-cbe,inet,172.50.221.2/30
ge-0/1/0.1314,down,vpnmonitor,inet,5.119.75.97/30
ge-0/1/0.1320,down,amalMIST,inet,192.168.87.17/30
ge-0/1/0.1321,down,vpnmonitor,inet,5.120.149.53/30
ge-0/1/0.1350,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/1/0.1451,down,MSAN_MPLS,inet,172.27.20.217/29
ge-0/1/0.1452,down,default,inet,172.17.189.81/30
ge-0/1/0.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/0.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/0.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/0.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/0.13101,down,vpnmonitor,inet,5.119.81.225/30
ge-0/1/0.13102,down,amalMakasa,inet,172.16.203.9/30
ge-0/1/0.13103,down,amalMakasa,inet,172.16.203.13/30
ge-0/1/0.13104,down,vpnmonitor,inet,5.119.81.205/30
ge-0/1/0.13105,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/1/0.13106,down,Marselia,inet,172.17.2.1/30
ge-0/1/0.13107,down,vpnmonitor,inet,5.120.170.221/30
ge-0/1/0.13109,down,sigmaMakasa,inet,172.16.200.41/30
ge-0/1/0.13110,down,vpnmonitor,inet,5.119.41.165/30
ge-0/1/0.13111,down,default,inet,172.17.101.125/30
ge-0/1/0.13112,down,vpnmonitor,inet,5.120.54.41/30
ge-0/1/0.13143,down,Shuaa-MCDR,inet,172.16.2.1/30
ge-0/1/0.13144,down,vpnmonitor,inet,5.120.58.185/30
ge-0/1/0.13198,down,vpnmonitor,inet,4.17.40.1/30
ge-0/1/0.13501,down,investBorsa,inet,100.1.8.94/30
ge-0/1/0.13502,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/1/1.400,down,default,inet,10.40.72.65/29
ge-0/1/1.601,down,IP-SRV,inet,10.4.6.1/30
ge-0/1/1.850,down,default,inet,172.17.94.41/30
ge-0/1/1.941,down,TE-MSAN,inet,10.9.154.81/29
ge-0/1/1.942,down,TE-MNGT,inet,10.239.51.65/29
ge-0/1/1.943,down,SIP-MSAN,inet,10.9.154.81/29
ge-0/1/1.1155,down,Cairo-Scan,inet,172.16.21.1/30
ge-0/1/1.1156,down,vpnmonitor,inet,5.125.51.37/30
ge-0/1/1.1157,down,cib,inet,10.217.2.213/30
ge-0/1/1.1158,down,vpnmonitor,inet,5.3.40.49/30
ge-0/1/1.1161,down,vpnmonitor,inet,5.120.6.149/30
ge-0/1/1.1162,down,default,inet,172.17.47.1/30
ge-0/1/1.1163,down,salman,inet,5.120.236.113/30
ge-0/1/1.1176,down,vpnmonitor,inet,5.125.20.109/30
ge-0/1/1.1177,down,default,inet,172.17.155.85/30
ge-0/1/1.1271,down,vpnmonitor,inet,5.120.42.1/30
ge-0/1/1.1277,down,vpnmonitor,inet,5.125.21.189/30
ge-0/1/1.1278,down,HDB,inet,70.254.253.1/30
ge-0/1/1.1279,down,vpnmonitor,inet,5.125.35.157/30
ge-0/1/1.1282,down,HDB,inet,70.254.73.1/30
ge-0/1/1.1283,down,vpnmonitor,inet,5.125.35.161/30
ge-0/1/1.1284,down,HDB,inet,70.254.74.1/30
ge-0/1/1.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/1.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/1.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/1.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/1.13201,down,default,inet,172.17.94.145/30
ge-0/1/1.13202,down,vpnmonitor,inet,5.120.42.149/30
ge-0/1/2.400,down,default,inet,10.41.11.113/29
ge-0/1/2.942,down,TE-MNGT,inet,10.237.52.25/29
ge-0/1/2.943,down,SIP-MSAN,inet,10.9.155.41/29
ge-0/1/2.1101,down,ComputerShop,inet,10.20.10.1/30
ge-0/1/2.1102,down,vpnmonitor,inet,5.11.40.85/30
ge-0/1/2.1103,down,MobileShop,inet,10.16.119.1/30
ge-0/1/2.1104,down,vpnmonitor,inet,5.11.40.113/30
ge-0/1/2.1105,down,abc,inet,10.40.144.1/30
ge-0/1/2.1106,down,vpnmonitor,inet,5.125.51.85/30
ge-0/1/2.1116,down,vpnmonitor,inet,5.119.33.201/30
ge-0/1/2.1130,down,universal2,inet,172.16.0.5/30
ge-0/1/2.1131,down,vpnmonitor,inet,5.120.120.33/30
ge-0/1/2.1135,down,nasrdawleya-cbe,inet,172.50.177.2/30
ge-0/1/2.1136,down,vpnmonitor,inet,5.119.16.145/30
ge-0/1/2.1264,down,wasset,inet,172.17.17.1/30
ge-0/1/2.1265,down,vpnmonitor,inet,5.125.29.125/30
ge-0/1/2.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/2.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
